expediente|cod_plan|des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|nota_admision_def|sexo|lugar_origen|anio_nacimiento_interval
178|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.765|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
179|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
180|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
181|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.826|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
183|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|7.482|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
186|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
188|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
189|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|8.146|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
190|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.836|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
191|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|7.285|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
192|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|7.71|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
193|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
194|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|7.304|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
195|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
196|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
198|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
199|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.761|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
200|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|7.31|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
201|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|8.186|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
202|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|7.422|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
203|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
204|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
205|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
206|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
207|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|7.11|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
208|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.206|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
209|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
210|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
213|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|7.4|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
214|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
215|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.644|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
216|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.836|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
223|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
225|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|5.578|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
226|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|5.93|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
227|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.422|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
232|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|5.54|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
233|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|5.55|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
235|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Formación Profesional|7.14|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
236|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.51|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
237|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Formación Profesional|6.836|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
240|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|5.424|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
241|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2010-11|1|JUN|Formación Profesional|6.836|D|OTRA_COMUNIDAD|(1985.0, 1990.0]
243|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|5.65|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
244|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|5.279|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
245|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Formación Profesional|6.836|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
248|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|JUN|Selectividad|6.836|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
249|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.836|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
253|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|SEP|Selectividad|6.47|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
255|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
257|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
261|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2010-11|0|JUN|Selectividad|6.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
262|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2010-11|1|JUN|Título Universitario|6.836|D|OTRO_MUNICIPIO|(1980.0, 1985.0]
263|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|SEP|Selectividad|6.836|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
265|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|0|SEP|Selectividad|6.836|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
268|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2010-11|0|JUN|Selectividad|6.836|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
269|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2010-11|0|JUN|Selectividad|7.38|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
271|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2010-11|1|JUN|Selectividad|5.61|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
272|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2010-11|1|JUN|Selectividad|5.87|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
274|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2010-11|0|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
277|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|SEP|Selectividad|6.836|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
278|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2010-11|1|JUN|Selectividad|5.95|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
282|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|SEP|Selectividad|6.836|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
283|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|SEP|Selectividad|6.014|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
284|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2011-12|1|SEP|Selectividad|8.608|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
286|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|JUN|Selectividad|7.218|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
292|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|8.024|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
294|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|7.626|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
295|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|JUN|Selectividad|6.168|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
296|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|7.65|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
297|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|11.772|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
298|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|7.019|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
302|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|5.706|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
305|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|6.963|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
308|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|6.182|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
309|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|6.722|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
310|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|5.4|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
312|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Formación Profesional|8.36|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
313|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|SEP|Selectividad|5.422|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
316|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|SEP|Selectividad|5.624|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
322|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|JUN|Selectividad|5.846|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
325|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|7.372|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
328|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|JUN|Selectividad|5.592|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
330|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|JUN|Selectividad|10.508|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
339|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|JUN|Selectividad|9.396|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
342|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|JUN|Selectividad|7.594|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
346|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|8.422|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
350|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|8.192|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
351|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|JUN|Selectividad|6.836|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
353|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|SEP|Selectividad|5.29|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
354|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|5.164|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
356|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|SEP|Selectividad|5.882|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
361|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|SEP|Selectividad|6.174|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
362|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|JUN|Selectividad|7.49|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
365|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|SEP|Selectividad|5.636|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
366|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|SEP|Selectividad|6.808|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
368|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|SEP|Selectividad|6.328|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
369|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|SEP|Selectividad|6.01|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
371|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|SEP|Selectividad|5.174|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
376|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|0|SEP|Selectividad|5.14|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
380|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2012-13|1|JUN|Selectividad|5.22|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
415|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|6.606|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
416|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|8.168|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
430|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Selectividad|8.718|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
431|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|9.19|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
432|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Selectividad|8.744|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
434|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Selectividad|9.382|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
435|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|5.546|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
436|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Selectividad|7.86|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
437|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Selectividad|7.142|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
438|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|8.132|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
442|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Selectividad|7.318|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
445|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|6.39|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
448|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|6.836|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
452|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|6.414|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
460|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|7.128|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
467|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Selectividad|11.16|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
469|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Selectividad|10.032|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
478|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|SEP|Selectividad|6.176|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
481|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|8.528|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
482|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Formación Profesional|8.17|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
485|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|6.342|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
487|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|JUN|Selectividad|5.411|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
494|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|SEP|Selectividad|8.358|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
498|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|JUN|Selectividad|10.3|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
499|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|SEP|Selectividad|6.332|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
512|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|SEP|Selectividad|7.054|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
515|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|SEP|Selectividad|5.482|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
522|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|SEP|Selectividad|5.954|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
523|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|0|SEP|Selectividad|5.024|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
580|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2013-14|1|SEP|Selectividad|6.836|H|OTRO_MUNICIPIO|(1980.0, 1985.0]
581|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|8.614|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
590|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|5.792|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
594|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|12.258|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
596|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|10.236|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
600|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|5.796|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
604|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Formación Profesional|7.92|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
607|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|6.626|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
609|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|11.892|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
610|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|6.542|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
613|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|8.582|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
619|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|6.474|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
620|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Formación Profesional|5.85|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
623|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|12.046|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
625|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|8.582|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
632|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|10.196|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
633|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|JUN|Selectividad|10.624|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
637|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|JUN|Selectividad|5.622|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
640|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|EXT|Selectividad|5.968|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
643|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|1|EXT|Selectividad|5.564|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
645|1623|GRADO EN INGENIERÍA CIVIL - CONSTRUCCIONES CIVILES|2014-15|0|EXT|Selectividad|6.886|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
