expediente|cod_plan|des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|nota_admision_def|sexo|lugar_origen|anio_nacimiento_interval
474|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|6.564|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
475|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|6.582|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
478|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|5.51|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
479|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|6.53|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
481|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|SEP|Selectividad|6.384|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
482|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|6.536|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
483|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|6.61|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
485|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|6.506|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
486|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|5.768|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
487|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|6.068|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
488|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|6.424|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
495|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|SEP|Selectividad|5.206|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
497|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Formación Profesional|5.31|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
498|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|5.39|H|OTRA_COMUNIDAD|(1980.0, 1985.0]
500|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|9.6|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
502|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|5.846|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
507|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.92|H|OTRA_COMUNIDAD|(1975.0, 1980.0]
517|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.92|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
518|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|7.92|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
524|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|6.45|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
527|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|DIC|Formación Profesional|6.63|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
528|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Formación Profesional|6.62|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
534|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|5.124|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
536|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|9.382|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
538|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|9.032|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
541|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.814|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
549|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.46|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
553|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|7.29|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
555|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|7.954|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
560|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|7.778|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
561|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|8.66|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
562|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|8.686|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
566|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.52|D|MISMO_MUNICIPIO|(1995.0, 2000.0]
572|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.946|D|MISMO_MUNICIPIO|(1995.0, 2000.0]
574|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|7.756|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
581|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|9.258|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
585|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|12.404|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
589|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|6.29|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
590|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|10.818|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
591|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|9.244|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
592|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.39|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
594|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|9.8|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
601|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|11.394|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
602|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.582|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
603|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|6.778|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
605|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|7.986|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
610|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.942|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
611|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|11.626|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
612|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|7.924|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
627|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|9.0|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
628|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|8.078|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
631|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|9.178|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
633|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|9.818|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
634|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.956|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
640|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|8.678|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
641|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|7.62|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
642|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.746|D|MISMO_MUNICIPIO|(1995.0, 2000.0]
644|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|9.4|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
645|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|10.722|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
649|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|SEP|Selectividad|5.956|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
650|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|9.394|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
655|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|8.478|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
657|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|9.85|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
658|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|8.644|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
660|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|9.492|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
662|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|10.922|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
667|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|8.46|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
669|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|7.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
670|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|6.192|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
673|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|8.15|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
679|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|6.342|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
684|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|7.418|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
686|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|7.27|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
687|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|7.3|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
688|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|7.568|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
691|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|7.236|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
695|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|6.77|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
696|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|6.754|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
698|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|7.572|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
699|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|7.128|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
701|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|7.0|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
702|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|6.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
704|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|SEP|Formación Profesional|7.42|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
706|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|6.726|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
708|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|SEP|Selectividad|6.508|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
709|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|6.6|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
710|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|6.5|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
712|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Formación Profesional|6.62|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
716|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|6.61|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
718|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|6.568|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
719|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|6.678|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
720|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|6.742|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
721|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|6.49|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
726|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|8.976|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
727|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|12.168|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
729|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|9.628|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
732|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.556|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
733|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|7.098|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
735|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|12.336|D|MISMO_MUNICIPIO|(1995.0, 2000.0]
736|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|8.55|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
738|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|7.408|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
742|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|10.274|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
743|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|11.428|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
746|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|10.136|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
749|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|10.994|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
754|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|11.91|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
755|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|10.892|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
758|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|8.334|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
759|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.126|D|MISMO_MUNICIPIO|(1995.0, 2000.0]
761|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|8.954|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
763|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|8.974|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
764|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.296|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
765|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|11.974|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
766|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.59|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
767|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|12.024|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
771|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.086|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
774|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|10.59|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
776|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|8.668|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
777|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|11.6|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
779|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|13.074|D|MISMO_MUNICIPIO|(1995.0, 2000.0]
783|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|11.382|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
784|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.022|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
785|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|10.532|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
786|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|8.643|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
787|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.086|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
788|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|12.94|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
794|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.41|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
795|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|11.072|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
796|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.358|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
797|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.174|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
798|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|11.64|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
803|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|8.6|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
804|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|9.5|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
806|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|8.624|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
809|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Formación Profesional|8.69|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
814|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Formación Profesional|9.54|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
816|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|12.158|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
817|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|11.028|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
818|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|0|JUN|Selectividad|10.75|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
825|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2015-16|1|JUN|Selectividad|6.464|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
